𠼞	al;hy
𦔆	bt;lt
𦠞	bt;ob
𦯛	bt;cc
𦰙	bt;cc
𦱔	bt;cp
𧏻	bt;ib
𧒀	bt;ib
𧓄	bt;ib
𧥑	bt;jh
𧫤	bt;yb
𧲜	bt;px
𨋥	bt;if
𨐨	bt;pj
𨠔	bt;yb
𨢡	bt;yb
𨵰	bt;mx
𨸼	bt;eb
𩉫	bt;gb
𩊰	bt;gb
𩪖	bt;gb
𩪧	bt;gp
𪋜	bt;lb
𪍪	bt;mb
𪏺	bt;ub
𫞾	bt;vb
㘩	bt;tb
㙄	bt;tb
㡀	bt;dd
㢶	bt;gb
㢸	bt;gw
㧙	bt;fb
㪤	bt;wb
㮿	bt;mb
㯇	bt;mf
㳼	bt;uh
㻫	bt;wb
㿫	bt;pb
䁹	bt;ob
䄶	bt;hf
䊧	bt;mf
䋔	bt;sp
䌟	bt;sb
䎵	bt;eb
䏶	bt;ob
䟤	bt;zb
䧗	bt;ef
䩛	bt;gb
䫁	bt;yz
䮡	bt;mf
䯗	bt;gb
佖	bt;rb
咇	bt;kb
哔	bt;kb
嗶	bt;kb
坒	bt;tb
堛	bt;tt
壁	bt;tx
奰	bt;sd
妼	bt;nb
婢	bt;nb
嬖	bt;nx
币	bt;pj
幣	bt;jw
幤	bt;jw
庇	bt;gb
廦	bt;gx
弊	bt;cw
弻	bt;gg
弼	bt;gg
彃	bt;gb
必	bt;xp
怭	bt;xb
愊	bt;xt
愎	bt;xf
敝	bt;wb
斃	bt;sw
梐	bt;mt
毕	bt;ub
毖	bt;bb
毙	bt;sb
湢	bt;dt
滗	bt;db
滭	bt;db
潷	bt;db
煏	bt;ht
熚	bt;hb
狴	bt;qt
獘	bt;qw
獙	bt;qw
珌	bt;wb
璧	bt;yx
畀	bt;tq
畢	bt;aa
疪	bt;bb
痹	bt;bq
痺	bt;bb
皕	bt;bb
睤	bt;oq
碧	bt;up
筚	bt;vb
箅	bt;vq
箆	bt;vb
篦	bt;vb
篳	bt;vb
粊	bt;mb
綼	bt;sb
縪	bt;sb
繴	bt;sx
罼	bt;sb
腷	bt;ot
苾	bt;cb
荜	bt;cb
萆	bt;cb
萞	bt;cb
蓖	bt;cb
蓽	bt;cb
蔽	bt;cw
薜	bt;cx
蜌	bt;it
袐	bt;yb
襅	bt;yb
襞	bt;yx
襣	bt;yb
觱	bt;jx
詖	bt;yp
诐	bt;yp
貱	bt;bp
贔	bt;bb
赑	bt;bb
跸	bt;zb
蹕	bt;zb
躃	bt;zx
躄	bt;zx
避	bt;zx
邲	bt;eb
鄨	bt;yw
鄪	bt;ef
鉍	bt;jb
鏎	bt;jb
鐴	bt;jx
铋	bt;jb
閇	bt;mx
閉	bt;mc
閟	bt;mb
闭	bt;mc
陛	bt;et
韠	bt;wb
飶	bt;ub
饆	bt;ub
馝	bt;xb
駜	bt;mb
驆	bt;mb
髀	bt;gb
魓	bt;gb
鮅	bt;yb
鷝	bt;nb
鷩	bt;nw
鼊	bt;zh
𠛡	bg;bd
𠧅	bg;gb
𠬈	bg;qb
𡳄	bg;uh
𢩒	bg;hf
𢳋	bg;fb
𣔓	bg;mb
𤹦	bg;bh
𤽊	bg;bb
𦸣	bg;cb
𨅗	bg;zb
𨟵	bg;yb
𪌄	bg;ms
𪐄	bg;ub
㚰	bg;np
㠲	bg;jb
㪏	bg;wb
䃾	bg;ub
䏢	bg;op
䘡	bg;yb
佊	bg;rp
俾	bg;rb
匕	bg;pg
夶	bg;dd
妣	bg;nb
彼	bg;xp
朼	bg;mb
柀	bg;mp
比	bg;bb
毞	bg;mb
沘	bg;db
疕	bg;bb
秕	bg;hb
笔	bg;vm
筆	bg;vy
粃	bg;mb
聛	bg;eb
舭	bg;vb
貏	bg;vb
鄙	bg;eh
𢟵	bj;xf
𢡅	bj;xf
𣚡	bj;mf
𤝸	bj;qm
𥏠	bj;ub
𧤃	bj;jb
𨲋	bj;ib
𨻼	bj;et
偪	bj;rt
屄	bj;ux
楅	bj;mt
毴	bj;mf
豍	bj;db
逼	bj;zt
鰏	bj;yt
鲾	bj;yt
鵖	bj;ng
𠐌	bg;rb
𠐌	bi;rb
𩭧	bj;ib
𩭧	bn;ib
臂	bt;ox
臂	bi;ox
𨚍	bt;be
𨚍	bk;be
賁	bt;bh
賁	be;bh
贲	bt;bh
贲	be;bh
𦤫	bt;zb
𦤫	bb;zb
𧳠	bt;vb
𧳠	bg;vb
㻶	bg;wb
㻶	bt;wb
𫠈	bj;fb
𫠈	bt;fb
䫾	bj;fb
䫾	bt;fb
䠋	bg;zb
䠋	bt;zb
䠋	mi;zb
鎞	bj;jb
鎞	bt;jb
鎞	pj;jb
䨆	bb;vb
䨆	bt;vb
䨆	xh;vb
㓖	bt;db
㓖	bs;db
㱸	bt;db
㱸	bs;db
柲	bt;mb
柲	bs;mb
䇷	bg;vb
䇷	bs;vb
鞸	bt;gb
鞸	bw;gb
䟆	bt;zb
䟆	be;zb
䵄	bb;ml
䵄	be;ml
䵄	ff;ml
䵄	py;ml
𠓷	bt;ru
𠓷	if;ru
㗉	bt;qg
㗉	ei;qg
㗉	ld;qg
㹃	bt;nf
㹃	fk;nf
𨚓	bt;fe
𨚓	fk;fe
𨚓	fl;fe
𠡂	bt;lf
𠡂	fl;lf
𢘍	bt;fx
𢘍	fl;fx
𨋩	bt;if
𨋩	fl;if
䭮	bt;ub
䭮	fl;ub
㢰	bt;gp
㢰	ho;gp
䀣	bt;ob
䀣	mi;ob
𩲢	bt;gp
𩲢	mk;gp
㘠	bt;wb
㘠	mt;wb
㵥	bt;dm
㵥	mt;dm
䣥	bg;yb
䣥	mt;yb
䕗	bt;cb
䕗	pk;cb
㮰	bb;mp
㮰	pb;mp
𤜻	bt;qb
𤜻	pb;qb
朇	bt;hb
朇	pb;hb
禆	bt;ub
禆	pb;ub
芘	bt;cb
芘	pb;cb
裨	bt;yb
裨	pb;yb
㵨	bt;ub
㵨	pt;ub
䖩	bt;ib
䖩	pt;ib
䪐	bt;wb
䪐	pt;wb
濞	bt;db
濞	pt;db
睥	bt;ob
睥	pt;ob
辟	bt;xk
辟	pt;xk
怶	bt;xp
怶	pj;xp
榌	bj;mf
榌	pj;mf
㡙	bj;jp
㡙	pb;jp
螕	bj;ib
螕	pb;ib
𩑻	bt;by
𩑻	pe;by
髲	bt;pb
髲	pi;pb
畁	bt;yq
畁	qb;yq
啚	bg;kh
啚	tl;kh
䦘	bt;mg
䦘	xp;mg
䦘	xa;mg
䬛	bt;fb
䬛	yh;fb
𠭹	ba;yy
𠯴	ba;kb
𠷖	ba;kf
𢭥	ba;ue
𣈠	ba;og
𣝜	ba;xb
𣪭	ba;au
𣸇	ba;db
𤀲	ba;xu
𤺇	ba;bb
𤻶	ba;bb
𥍚	ba;ob
𦉙	ba;fj
𧩰	ba;yv
𨚕	ba;be
𨧕	ba;jy
𩩯	ba;gb
𩰍	ba;db
𪉱	ba;bb
㝸	ba;xe
㣐	ba;pq
㭓	ba;mb
㴜	ba;db
㵷	ba;dx
㺹	ba;wb
䉸	ba;vb
䒪	ba;cb
䛒	ba;yq
䡢	ba;ib
䪻	ba;yb
卞	ba;dx
变	ba;yy
変	ba;yw
峅	ba;uc
弁	ba;sc
徧	ba;xb
忭	ba;xb
抃	ba;fx
昪	ba;oc
汳	ba;df
汴	ba;db
玣	ba;wb
艑	ba;vb
苄	ba;cx
覍	ba;xj
諚	ba;yd
變	ba;yw
辡	ba;xx
辧	ba;xx
辨	ba;xx
辩	ba;yx
辫	ba;xx
辮	ba;xx
辯	ba;xx
遍	ba;zb
釆	ba;pm
𠓫	bp;rb
𠪂	bp;ib
𠷨	bp;kb
𡈯	bp;ky
𡬯	bp;cj
𡬲	bp;ci
𡬸	bp;ci
𢴂	bp;fb
𤀫	bp;dx
𥣝	bp;hh
𥣰	bp;hf
𦟣	bp;ow
𦽟	bp;cb
𪖯	bp;bb
𪱠	bp;oy
㦚	bp;xx
䁵	bp;oq
匾	bp;kb
惼	bp;xb
揙	bp;fb
碥	bp;ub
稨	bp;hb
窆	bp;bf
藊	bp;cb
褊	bp;yb
貶	bp;bf
贬	bp;bf
鴘	bp;nc
𠥫	br;af
𢩟	br;jb
𢻶	br;pj
𣩀	br;db
𤄺	br;db
𥸅	br;vk
𦇭	br;sk
𧓧	br;ib
𧾫	br;zk
𨖾	br;zs
𨘢	br;zk
𨩫	br;jb
𪏗	br;hb
𪓍	br;mv
𪢥	br;kb
𫟪	br;zk
炞	br;hb
煸	br;hb
甂	br;wb
砭	br;uf
笾	br;vb
箯	br;vb
籩	br;vb
編	br;sb
编	br;sb
萹	br;cb
蝙	br;ib
边	br;zl
邉	br;zk
邊	br;zf
鍽	br;jb
鞭	br;gb
鯾	br;yb
鯿	br;yb
鳊	br;yb
𨳲	ba;mb
𨳲	bt;mb
𨖠	bp;zb
𨖠	ba;zb
糄	br;mb
糄	bp;mb
㲢	ba;mb
㲢	bs;mb
㳎	ba;db
㳎	fa;db
閞	ba;mc
閞	gd;mc
牑	br;pb
牑	ma;pb
便	ba;rg
便	pv;rg
緶	ba;sb
緶	pv;sb
缏	ba;sb
缏	pv;sb
扁	bp;hc
扁	pr;hc
𠐈	br;rm
𠐈	pv;rm
𠑟	br;rb
𠑟	pv;rb
猵	br;qb
猵	pa;qb
獱	br;qb
獱	pa;qb
鞕	br;gg
鞕	yw;gg
嫑	bu;by
𠬪	bl;vy
𧴎	bl;vv
𧴕	bl;vr
㧼	bl;fb
䞄	bl;bu
俵	bl;rb
鳔	bl;yp
𥘤	bl;uu
𧘝	bl;ym
𧝪	bl;yj
㟽	bl;up
㠒	bl;up
㯹	bl;bc
䔸	bl;cb
婊	bl;nb
表	bl;fy
裱	bl;yb
褾	bl;yp
諘	bl;yb
錶	bl;jb
𠔂	bm;ba
𠚠	bm;kv
𢒯	bm;pk
𢢼	bm;xp
𣄠	bm;fq
𤂆	bm;fh
𤆀	bm;db
𤐫	bm;pm
𥲦	bm;vb
𦔗	bm;ll
𦠎	bm;oq
𦾑	bm;cp
𧥍	bm;jh
𨭚	bm;jp
𩪊	bm;gp
𩴩	bm;gy
𩽁	bm;yh
䮽	bm;mb
儦	bm;rh
墂	bm;tp
幖	bm;jp
彪	bm;hp
标	bm;mu
標	bm;mp
滮	bm;db
瀌	bm;dh
熛	bm;hp
爂	bm;jh
猋	bm;qq
瘭	bm;bp
磦	bm;up
脿	bm;ob
膘	bm;op
臕	bm;oh
蔈	bm;cp
謤	bm;yp
贆	bm;bq
鏢	bm;jp
鑣	bm;jh
镖	bm;jp
镳	bm;jh
颮	bm;fb
颷	bm;fy
飆	bm;fq
飇	bm;fq
飈	bm;fy
飊	bm;fy
飑	bm;fb
飙	bm;fq
飚	bm;fy
驫	bm;mm
骉	bm;mm
髟	bm;ip
摽	bl;fp
摽	bm;fp
𢅚	bl;jp
𢅚	bm;jp
檦	bm;mp
檦	bl;mp
颩	bm;fp
颩	dz;fp
淲	bm;dh
淲	hm;dh
𧳀	bl;vu
𧳀	nx;vu
𢿏	bl;pp
𢿏	pq;pp
𦔩	bm;lh
𦔩	pq;lh
穮	bm;hh
穮	pq;hh
藨	bm;ch
藨	pq;ch
㯱	bl;mf
㯱	pu;mf
㯱	pq;mf
𠍯	bs;rb
𠔁	bs;bb
𠛰	bs;kd
𡙪	bs;dg
𡷘	bs;ub
𢛎	bs;xe
𤺓	bs;bb
𤾵	bs;bb
𧧸	bs;yb
𧿥	bs;zb
𨒜	bs;zb
𩓝	bs;ye
𩡟	bs;xu
𩦉	bs;bm
𪐆	bs;ue
䠥	bs;zb
䭱	bs;xb
徶	bs;xb
莂	bs;cb
蛂	bs;ib
襒	bs;yw
蹩	bs;zw
𢆣	bq;by
㢼	bq;gb
彆	bq;gw
㿜	bc;by
𡐞	bk;bt
𡘴	bk;de
𡙀	bk;zb
𢐳	bk;gy
𢠳	bk;xb
𣇢	bk;oe
𣊶	bk;ob
𤉤	bk;he
𤷗	bk;be
𥞲	bk;hb
𥡁	bk;me
𧆊	bk;cb
𧌽	bk;ib
𨂅	bk;ze
𩵛	bk;yy
𩸁	bk;ye
𪂟	bk;nu
憋	bk;xw
虌	bk;cm
鱉	bk;yw
鳖	bk;yw
鼈	bk;mw
龞	bk;gw
𧝬	bs;by
𧝬	bt;by
別	bs;dl
別	bq;dl
别	bs;dl
别	bq;dl
䏟	bq;ob
䏟	bs;ob
䋢	bq;sv
䋢	bk;sv
蟞	bk;iw
蟞	bs;iw
瘪	bk;bl
瘪	bc;bl
癟	bk;bl
癟	bc;bl
𩠻	bs;xj
𩠻	hn;xj
䉲	bq;vm
䉲	mb;vm
𡦆	bv;by
𧸈	bv;bb
𩯫	bv;ib
䐔	bv;ob
䚔	bv;jb
摈	bv;fb
擯	bv;fb
殡	bv;db
殯	bv;db
膑	bv;ob
臏	bv;ob
髌	bv;gb
髕	bv;gb
髩	bv;im
鬂	bv;ib
鬓	bv;ib
鬢	bv;ib
𠴇	bh;kb
𡦻	bh;bj
𡧼	bh;xo
𢲰	bh;fx
𣉮	bh;ov
𣢏	bh;fq
𣰨	bh;mb
𥃰	bh;wo
𧷟	bh;fb
𨐰	bh;xf
𩆱	bh;yl
𩴱	bh;bg
𪇕	bh;bn
傧	bh;rb
宾	bh;bb
彬	bh;pl
斌	bh;ww
椕	bh;mm
滨	bh;db
濒	bh;dp
濱	bh;db
濵	bh;db
瀕	bh;dp
繽	bh;sb
缤	bh;sb
虨	bh;pl
豩	bh;uu
豳	bh;uu
賓	bh;bb
賔	bh;bm
邠	bh;ef
鑌	bh;jb
镔	bh;jb
霦	bh;yb
顮	bh;yb
㻞	bh;wb
㻞	bn;wb
儐	bh;rb
儐	bv;rb
梹	bh;mb
梹	be;mb
槟	bh;mb
槟	be;mb
檳	bh;mb
檳	be;mb
玢	bh;wf
玢	fe;wf
汃	bh;db
汃	pi;db
汃	pl;db
瑸	bh;wb
瑸	pv;wb
璸	bh;wb
璸	pv;wb
𨽗	bh;ep
𨽗	pc;ep
頻	bh;yb
頻	pc;yb
𠀤	bw;da
𠊧	bw;rb
𢆩	bw;jb
𢊜	bw;gv
𢔧	bw;xp
𣰜	bw;mj
𥖬	bw;uj
𦡻	bw;oj
𦿅	bw;cj
𨆱	bw;zj
𨋲	bw;ib
𩮟	bw;ic
䗒	bw;ib
並	bw;qy
併	bw;rb
倂	bw;rb
傡	bw;rl
垪	bw;tb
摒	bw;fp
栤	bw;mb
病	bw;bb
窉	bw;bb
竝	bw;ll
誁	bw;yb
靐	bw;yl
鮩	bw;yb
𠒝	bw;gb
𠛥	bw;bd
𠰳	bw;kb
𠱛	bw;dj
𡇤	bw;kg
𡖛	bw;xj
𡚛	bw;dt
𡹾	bw;ub
𣦪	bw;yv
𦼹	bw;cb
𩊖	bw;gb
𩶁	bw;yb
𫖓	bw;wb
㨀	bw;fb
䋑	bw;sb
丙	bw;an
怲	bw;xb
抦	bw;fb
昞	bw;ob
昺	bw;ob
柄	bw;mb
棅	bw;mb
炳	bw;hb
禀	bw;wu
秉	bw;pd
稟	bw;hh
苪	bw;cb
邴	bw;eb
鈵	bw;jb
陃	bw;eb
鞆	bw;gb
餅	bw;ub
餠	bw;ub
饼	bw;ub
𡲍	be;uy
𢎴	be;gd
𣲝	be;ur
𥲂	be;vp
𨹗	be;eb
𩋒	be;gp
𪑰	be;hp
𪮤	be;fb
仌	be;rr
兵	be;qb
冫	be;dm
冰	be;du
掤	be;fp
氷	be;ud
蛃	be;ib
鋲	be;jb
𩏂	bw;wb
𩏂	bt;wb
并	bw;qc
并	be;qc
幷	bw;dg
幷	be;dg
偋	bw;rp
偋	bw;rp
寎	bw;bb
寎	bw;bb
仒	be;rd
𩬝	bw;ib
𩬝	fp;ib
眪	bw;ob
眪	fp;ob
鞞	bw;gb
鞞	pb;gb
鞞	bt;gb
鞞	bi;gb
䈂	bw;vb
䈂	pn;vb
庰	bw;gb
庰	pn;gb
䓑	bw;cq
䓑	pn;cq
鉼	bw;jb
鉼	pn;jb
䴵	bw;mb
䴵	vl;mb
啵	bp;kb
蔔	bp;ct
𠒧	be;je
𠧛	be;ui
𠮭	be;ku
𠷺	be;kb
𠸳	be;kl
𡋯	be;tb
𢐾	be;gg
𢠺	be;xf
𢣞	be;xw
𢩞	be;hv
𢫯	be;ff
𣋵	be;ol
𣛓	be;mi
𣧧	be;dd
𣭷	be;bm
𣽡	be;db
𤃵	be;db
𤒔	be;hf
𤗺	be;pp
𤚽	be;nf
𤶋	be;bs
𤾝	be;bm
𥜖	be;uy
𥭖	be;vu
𥴮	be;vb
𥹸	be;mb
𦃙	be;sg
𦋉	be;sf
𦤚	be;id
𦤣	be;bi
𦯉	be;cb
𦰬	be;cb
𦼭	be;cf
𦽮	be;cn
𧇚	be;hb
𧟱	be;yf
𧟵	be;xf
𨈩	be;ud
𨏫	be;ib
𩃶	be;yd
𩄿	be;yw
𩍿	be;gb
𩏯	be;wp
𩓐	be;by
𩗀	be;fb
𩗒	be;fj
𩗓	be;fb
𩟕	be;uu
𩡭	be;;
𩣡	be;mb
𩱚	be;gb
𩷚	be;yb
𩽛	be;yb
𪌰	be;mb
𪍡	be;mf
𪙍	be;ic
𪠑	be;ic
𪽾	be;bb
𫗈	be;fb
㟑	be;ub
㩧	be;fb
㪍	be;wb
㬍	be;of
㬧	be;os
㴾	be;db
㶿	be;hb
㹀	be;nb
䂍	be;mb
䍸	be;yf
䑈	be;ol
䗚	be;if
䙏	be;yf
䟛	be;zk
䢌	be;zu
䥬	be;jp
䪇	be;gp
䭦	be;ub
䭯	be;xi
䮀	be;mb
䮂	be;mb
䯋	be;gb
䰊	be;if
䶈	be;uf
亳	be;wt
仢	be;ru
侼	be;rz
僰	be;rc
博	be;uf
帛	be;jb
愽	be;xf
懪	be;xb
挬	be;fz
搏	be;ff
欂	be;mb
浡	be;dz
淿	be;dj
渤	be;db
煿	be;hf
牔	be;pf
狛	be;qb
瓝	be;gu
礴	be;ub
秡	be;hb
箔	be;vb
簙	be;vb
糪	be;mx
胉	be;ob
脖	be;oz
膊	be;of
舶	be;vb
艊	be;vj
萡	be;cb
葧	be;cb
袯	be;yb
襏	be;yf
襮	be;yb
謈	be;yg
踣	be;zp
郣	be;ez
鈸	be;jb
鉑	be;jb
鋍	be;jz
鎛	be;jf
鑮	be;jb
钹	be;jy
铂	be;jb
镈	be;jf
餺	be;uf
馎	be;uf
馛	be;xb
馞	be;xz
駁	be;my
駮	be;mj
驳	be;my
髆	be;gf
鵓	be;nz
鹁	be;nz
𠴸	bg;bk
𡅂	bg;kb
𡯳	bg;yk
𤖟	bg;pp
𩈔	bg;mk
孹	bg;zx
檗	bg;mx
蘗	bg;cm
譒	bg;yf
𤿑	bi;pw
𥸥	bi;mg
𪓜	bi;pm
𪚷	bi;pg
跛	bi;zp
𠱀	bp;kp
𠺣	bp;kb
𡀖	bp;kb
𡃓	bp;kb
𢂍	bp;jz
𢫆	bp;fb
𤗳	bp;pf
𤜧	bp;qj
𥮯	bp;fd
𦲱	bp;fc
𧋢	bp;ib
𧙄	bp;yb
𧲯	bp;vd
𨨏	bp;jb
𨭂	bp;jr
𩜥	bp;ub
𩬸	bp;ic
𩯌	bp;if
𫂀	bp;vb
𫝼	bp;fa
僠	bp;rf
嶓	bp;uf
拨	bp;ff
撥	bp;ff
播	bp;ff
波	bp;dp
溊	bp;dj
玻	bp;wp
癶	bp;vd
盋	bp;mb
砵	bp;ub
碆	bp;ub
礡	bp;up
缽	bp;fb
菠	bp;cb
袰	bp;ym
蹳	bp;zf
鉢	bp;jb
钵	bp;jb
餑	bp;uz
饽	bp;uz
驋	bp;mf
鱍	bp;yf
鮊	be;yb
鮊	bi;yb
鲌	be;yb
鲌	bi;yb
擘	bg;ux
擘	bb;ux
伯	be;rb
伯	bu;rb
伯	bi;rb
勃	be;lz
勃	bk;lz
紴	bp;sp
紴	bt;sp
簸	bg;vp
簸	bi;vp
癷	bp;dg
癷	bi;dg
㝿	be;wp
㝿	bi;wp
㝿	fh;wp
㝿	qa;wp
䢪	be;zq
䢪	cf;zq
䢪	jl;zq
䢪	nm;zq
䢪	qv;zq
肑	be;ou
肑	db;ou
䍨	be;yu
䍨	fk;yu
䞳	be;zp
䞳	fk;zp
㗘	be;kf
㗘	fh;kf
䒄	be;vf
䒄	fh;vf
䬪	be;ub
䬪	fh;ub
𩌏	be;gc
𩌏	fl;gc
𩌏	bh;gc
𩌏	fh;gc
𢺽	be;yv
𢺽	jl;yv
㩭	be;fx
㩭	jl;fx
㩭	xl;fx
髉	be;gv
髉	ji;gv
𡯷	bg;wp
𡯷	kr;wp
䊿	be;sf
䊿	kh;sf
袹	be;yb
袹	mg;yb
㖕	bg;kx
㖕	nq;kx
瓟	be;gb
瓟	pi;gb
嚗	be;kb
嚗	pv;kb
嚗	bv;kb
䫊	be;yf
䫊	pr;yf
㱟	be;dp
㱟	pb;dp
㱟	pg;dp
桲	be;mz
桲	pp;mz
𨍭	be;ic
𨍭	pg;ic
猼	be;qf
猼	pg;qf
泊	be;db
泊	pp;db
䪬	be;yb
䪬	pl;yb
𥻞	bl;mk
轐	bl;ip
醭	bl;yp
鳪	bl;nb
𠀚	bh;ab
𠘁	bh;db
𠜙	bh;fd
𢁻	bh;jb
𢇴	bh;gb
𣥶	bh;vp
𤚵	bh;nk
𤸵	bh;bc
𥑢	bh;ub
𥳖	bh;vb
𥹴	bh;mb
𦜟	bh;of
𧉩	bh;ib
𨋞	bh;ib
𨛒	bh;be
𩅇	bh;yb
𩊬	bh;gf
𩊶	bh;gb
𩢕	bh;mb
𩣝	bh;mb
𩷖	bh;yb
𩻗	bh;yb
𪭬	bh;fj
𫝞	bh;kw
㘵	bh;tb
㚴	bh;nb
㳍	bh;db
㻉	bh;wb
㾟	bh;bb
䊇	bh;mf
䏽	bh;op
䑰	bh;vb
䝵	bh;bf
佈	bh;rb
勏	bh;lp
吥	bh;kb
咘	bh;kb
埗	bh;tb
埠	bh;tu
布	bh;uj
廍	bh;gb
怖	bh;xb
悑	bh;xf
步	bh;vx
歨	bh;vv
歩	bh;vu
瓿	bh;wk
篰	bh;vb
荹	bh;cb
蔀	bh;cb
踄	bh;zb
部	bh;ep
郶	bh;py
鈈	bh;jb
钚	bh;jb
餢	bh;up
𠁡	bm;;
𡡐	bm;nf
𣱶	bm;db
𤣰	bm;wt
𥃨	bm;ob
𥣌	bm;hy
𨴪	bm;mf
𩏮	bm;wt
𩯏	bm;if
𪇰	bm;bn
𫜦	bm;if
𫜫	bm;if
㙛	bm;tf
䀯	bm;of
䋠	bm;sf
䪁	bm;gp
䪔	bm;wf
卟	bm;kb
哺	bm;kf
捕	bm;ff
补	bm;yb
補	bm;yf
鸔	bm;nb
𠚉	ba;kh
𥪀	ba;lf
𧻷	ba;zf
𩶉	ba;yb
𩺼	ba;yb
峬	ba;uf
庯	ba;gf
晡	ba;of
誧	ba;yf
逋	ba;zf
鈽	ba;jb
錻	ba;jw
钸	ba;jb
餔	ba;uf
鵏	ba;nf
簿	bh;vf
簿	be;vf
卜	bm;ad
卜	bp;ad
𩏵	bm;wb
𩏵	bh;wb
䴺	bh;mp
䴺	cu;mp
䴺	ia;mp
䴝	bh;lz
䴝	if;lz
䳝	bh;np
䳝	dl;np
䳝	fm;np
䳝	pz;np
䒈	bm;vp
䒈	fk;vp
䬏	bh;fp
䬏	fz;fp
不	bh;ax
不	fz;ax
䍌	bh;fp
䍌	fl;fp
㨐	bm;fb
㨐	pr;fb
抪	bh;fb
抪	pa;fb
柨	bh;mb
柨	pa;mb
捗	bh;fb
捗	pl;fb
捗	vt;fb
兺	bg;fb
𥗭	ci;uz
𥩝	ci;lu
䵽	ci;gq
遪	ci;zc
礤	cm;uc
礸	cm;uz
𨆾	cl;zi
𨺭	cl;ec
𪊗	cl;lu
𫊈	cl;cf
擦	cl;fi
嚓	cl;ki
嚓	il;ki
攃	cl;fc
攃	sm;fc
𤄖	cl;dz
𤄖	zu;dz
䟃	ci;zc
䟃	za;zc
𠮹	cd;kc
𢎂	cd;gr
𦬁	cd;cc
㒲	cd;ro
䴭	cd;mc
才	cd;ap
材	cd;mc
纔	cd;st
裁	cd;yg
財	cd;bc
财	cd;bc
𡣮	co;nc
𤁱	co;dc
𨯓	co;jc
𩁞	co;vc
𩧇	co;mc
𪇭	co;cn
䌨	co;sc
䰂	co;ic
縩	co;sj
菜	co;cc
蔡	co;cj
𤚀	cu;nc
𤝭	cu;qc
𤟖	cu;qc
𤷕	cu;bc
𧀊	cu;cc
㥒	cu;xc
䌽	cu;sc
䣋	cu;ec
倸	cu;rc
啋	cu;kc
婇	cu;nc
彩	cu;pc
採	cu;fc
棌	cu;mc
毝	cu;mp
睬	cu;oc
綵	cu;sc
跴	cu;zx
踩	cu;zc
䞗	cb;zc
猜	cb;qq
䐆	cu;oc
䐆	co;oc
埰	cu;tc
埰	co;tc
寀	cu;bc
寀	co;bc
采	cu;vm
采	co;vm
偲	cb;rs
偲	sj;rs
𨙴	cd;ce
𨙴	zo;ce
𧵤	cd;bu
𧵤	vh;bu
𠠋	cp;cz
𠡡	cp;lc
𢦸	cp;kg
𢧮	cp;og
𢾃	cp;bp
𣦼	cp;dy
𣧻	cp;dr
𥂥	cp;md
𦺐	cp;cc
𧅀	cp;cz
𧓩	cp;ib
𨅔	cp;zo
𨞷	cp;te
𩀧	cp;vv
𩈻	cp;vm
𪮃	cp;vu
䍼	cp;yc
䏼	cp;oj
䗝	cp;iu
䘉	cp;tk
䙁	cp;yj
䝳	cp;bc
䣟	cp;ej
惭	cp;xv
慙	cp;xv
慚	cp;xv
残	cp;dj
殘	cp;dj
蚕	cp;ti
蝅	cp;it
蠶	cp;iq
蠺	cp;ti
𡛝	ca;dn
𣶡	ca;dd
𣻬	ca;dm
𤅒	ca;dx
𥹛	ca;mj
𩯞	ca;ic
𪆶	ca;cn
㛑	ca;nc
㣓	ca;pc
㻮	ca;wj
䛹	ca;yh
儏	ca;rm
澯	ca;dm
灿	ca;hu
燦	ca;hm
璨	ca;wm
粲	ca;my
薒	ca;cm
謲	ca;yc
𡆮	co;ku
𥠩	co;hx
𨲱	co;ix
𩈼	co;mc
㦧	co;xt
㿊	co;bc
䅟	co;hc
惨	co;xc
慘	co;xc
憯	co;xq
黪	co;hc
黲	co;hc
𠫭	cn;st
𠫵	cn;sx
𥢽	cn;hc
𦪜	cn;vx
𦪫	cn;vc
𩝖	cn;ud
𩟒	cn;uw
㕘	cn;sx
䱗	cn;yc
嬠	cn;nz
湌	cn;du
爘	cn;hc
飡	cn;du
餐	cn;uy
驂	cn;mc
骖	cn;mc
㥇	cp;xj
㥇	ca;xj
傪	cn;rc
傪	ca;rc
䫮	cp;yx
䫮	co;yx
䫮	tt;yx
㽩	ca;tc
㽩	cv;tc
䳻	cp;nv
䳻	ip;nv
䳻	ds;nv
䳻	va;nv
䗞	cp;tk
䗞	io;tk
䗞	uo;tk
䗞	yx;tk
䗞	za;tk
䗞	va;tk
㜗	co;nc
㜗	il;nc
㜗	xc;nc
㱚	cp;do
㱚	ho;do
㱚	ua;do
䑶	cp;vq
䑶	qa;vq
朁	co;oj
朁	qv;oj
朁	ja;oj
㘔	co;ks
㘔	su;ks
㺑	cp;qc
㺑	uo;qc
穇	co;hc
穇	un;hc
穇	ce;hc
㨻	cp;uv
㨻	uo;uv
㨻	za;uv
参	cn;sp
参	ue;sp
参	ce;sp
参	sn;sp
參	cn;sp
參	ue;sp
參	ce;sp
參	sn;sp
叄	cn;ss
叄	ue;ss
叄	ce;ss
叄	sn;ss
叅	cn;sx
叅	ue;sx
叅	ce;sx
叅	sn;sx
喰	cn;ku
喰	sg;ku
喰	qj;ku
䬫	co;ud
䬫	tb;ud
𡽴	cw;uz
