serial number	character	token	ferquency(pre million)	total coverage rate(%)
697	散	468009	246.53817 	83.04071 
698	板	466756	245.87812 	83.06530 
699	仅	466676	245.83597 	83.08988 
700	隐	466049	245.50568 	83.11443 
701	怒	466019	245.48988 	83.13898 
702	床	465801	245.37504 	83.16352 
703	苏	465272	245.09637 	83.18803 
704	料	463518	244.17240 	83.21244 
705	股	461541	243.13095 	83.23676 
706	局	461034	242.86388 	83.26104 
707	班	459772	242.19908 	83.28526 
708	图	457307	240.90056 	83.30935 
709	岁	456625	240.54130 	83.33341 
710	礼	456545	240.49916 	83.35746 
711	独	456526	240.48915 	83.38151 
712	初	455646	240.02558 	83.40551 
713	福	455530	239.96447 	83.42951 
714	顺	454929	239.64788 	83.45347 
715	狂	454886	239.62523 	83.47743 
716	默	454458	239.39977 	83.50137 
717	巨	453729	239.01574 	83.52528 
718	既	453256	238.76658 	83.54915 
719	松	452901	238.57957 	83.57301 
720	证	452885	238.57114 	83.59687 
721	烈	452123	238.16973 	83.62068 
722	否	450892	237.52127 	83.64444 
723	恶	450813	237.47965 	83.66818 
724	治	450800	237.47280 	83.69193 
725	缓	450418	237.27157 	83.71566 
726	排	449584	236.83224 	83.73934 
727	费	449492	236.78377 	83.76302 
728	拍	449481	236.77798 	83.78670 
729	耳	448849	236.44505 	83.81034 
730	医	448630	236.32969 	83.83398 
731	寒	448294	236.15269 	83.85759 
732	哭	447753	235.86770 	83.88118 
733	温	447521	235.74549 	83.90475 
734	府	442709	233.21062 	83.92807 
735	担	442662	233.18586 	83.95139 
736	称	442107	232.89350 	83.97468 
737	余	441792	232.72756 	83.99795 
738	钟	439739	231.64608 	84.02112 
739	泪	439483	231.51122 	84.04427 
740	烟	435202	229.25607 	84.06719 
741	仍	434011	228.62868 	84.09006 
742	具	433976	228.61024 	84.11292 
743	忘	433906	228.57337 	84.13578 
744	恩	433653	228.44009 	84.15862 
745	毕	433506	228.36265 	84.18146 
746	警	433397	228.30523 	84.20429 
747	蓝	431855	227.49294 	84.22704 
748	宫	431590	227.35334 	84.24977 
749	吸	431549	227.33174 	84.27250 
750	陆	431372	227.23850 	84.29523 
751	究	429844	226.43358 	84.31787 
752	抓	428755	225.85992 	84.34046 
753	压	427672	225.28941 	84.36299 
754	沙	427658	225.28204 	84.38552 
755	救	427315	225.10135 	84.40803 
756	呆	427048	224.96070 	84.43052 
757	河	425953	224.38388 	84.45296 
758	迷	424854	223.80495 	84.47534 
759	枪	424121	223.41882 	84.49768 
760	组	423884	223.29397 	84.52001 
761	权	422461	222.54436 	84.54227 
762	叹	421997	222.29993 	84.56450 
763	孙	421364	221.96648 	84.58669 
764	卷	419864	221.17631 	84.60881 
765	查	417554	219.95945 	84.63081 
766	毫	414933	218.57875 	84.65266 
767	春	414544	218.37384 	84.67450 
768	察	413974	218.07357 	84.69631 
769	圣	413460	217.80280 	84.71809 
770	草	411706	216.87883 	84.73978 
771	较	411372	216.70289 	84.76145 
772	胜	411127	216.57383 	84.78310 
773	遇	409411	215.66987 	84.80467 
774	充	409223	215.57083 	84.82623 
775	史	409099	215.50551 	84.84778 
776	堂	408194	215.02878 	84.86928 
777	防	406226	213.99207 	84.89068 
778	据	405279	213.49321 	84.91203 
779	猛	403183	212.38908 	84.93327 
780	骑	402931	212.25633 	84.95450 
781	土	402279	211.91287 	84.97569 
782	卡	402256	211.90075 	84.99688 
783	助	401900	211.71322 	85.01805 
784	京	399657	210.53165 	85.03910 
785	银	399570	210.48582 	85.06015 
786	贵	399328	210.35834 	85.08119 
787	永	399313	210.35044 	85.10222 
788	质	398905	210.13551 	85.12323 
789	屋	398799	210.07967 	85.14424 
790	须	397623	209.46018 	85.16519 
791	副	396897	209.07773 	85.18610 
792	换	396459	208.84700 	85.20698 
793	刺	394555	207.84401 	85.22776 
794	属	394530	207.83084 	85.24855 
795	闻	394529	207.83032 	85.26933 
796	境	394043	207.57430 	85.29009 
797	禁	393943	207.52162 	85.31084 
798	阴	393419	207.24559 	85.33157 
799	共	393083	207.06859 	85.35227 
800	负	391986	206.49071 	85.37292 
801	弄	391479	206.22364 	85.39354 
802	翻	391454	206.21047 	85.41416 
803	虎	391382	206.17254 	85.43478 
804	层	390823	205.87807 	85.45537 
805	喊	390618	205.77008 	85.47595 
806	逃	388318	204.55848 	85.49640 
807	晓	388267	204.53162 	85.51686 
808	座	388236	204.51529 	85.53731 
809	雅	387226	203.98324 	85.55771 
810	参	387049	203.89000 	85.57809 
811	射	386983	203.85523 	85.59848 
812	婚	386955	203.84048 	85.61886 
813	险	386142	203.41221 	85.63921 
814	君	385417	203.03029 	85.65951 
815	划	385366	203.00342 	85.67981 
816	坚	385150	202.88964 	85.70010 
817	价	384863	202.73845 	85.72037 
818	柔	384782	202.69578 	85.74064 
819	超	383924	202.24381 	85.76087 
820	扬	383219	201.87243 	85.78105 
821	科	383049	201.78287 	85.80123 
822	按	382695	201.59639 	85.82139 
823	狠	382360	201.41992 	85.84153 
824	野	381317	200.87049 	85.86162 
825	秦	381190	200.80359 	85.88170 
826	秘	380904	200.65293 	85.90177 
827	熟	379833	200.08875 	85.92177 
828	置	379704	200.02079 	85.94178 
829	仙	379429	199.87593 	85.96176 
830	模	378985	199.64204 	85.98173 
831	伸	378380	199.32333 	86.00166 
832	波	377782	199.00832 	86.02156 
833	肉	377486	198.85239 	86.04145 
834	假	377294	198.75125 	86.06132 
835	齐	376615	198.39356 	86.08116 
836	舞	376446	198.30454 	86.10099 
837	脱	375299	197.70032 	86.12076 
838	广	374959	197.52122 	86.14051 
839	姑	374941	197.51173 	86.16026 
840	麻	374419	197.23675 	86.17999 
841	投	373978	197.00444 	86.19969 
842	顶	372322	196.13209 	86.21930 
843	致	370734	195.29557 	86.23883 
844	责	370704	195.27976 	86.25836 
845	景	369788	194.79723 	86.27784 
846	营	369626	194.71189 	86.29731 
847	维	369458	194.62339 	86.31677 
848	设	369436	194.61181 	86.33623 
849	坏	365836	192.71539 	86.35551 
850	啦	365599	192.59055 	86.37476 
851	秀	364108	191.80512 	86.39394 
852	败	364055	191.77720 	86.41312 
853	眉	363007	191.22513 	86.43225 
854	州	362849	191.14190 	86.45136 
855	药	361732	190.55349 	86.47041 
856	承	361606	190.48711 	86.48946 
857	案	361285	190.31801 	86.50850 
858	狼	360398	189.85076 	86.52748 
859	专	360222	189.75805 	86.54646 
860	偷	359993	189.63741 	86.56542 
861	画	359784	189.52732 	86.58437 
862	吴	358239	188.71344 	86.60324 
863	店	356601	187.85057 	86.62203 
864	哦	356333	187.70940 	86.64080 
865	弹	355948	187.50659 	86.65955 
866	食	353226	186.07269 	86.67816 
867	欲	353022	185.96522 	86.69675 
868	抬	352793	185.84459 	86.71534 
869	标	352517	185.69920 	86.73391 
870	秋	352446	185.66180 	86.75247 
871	厉	352288	185.57857 	86.77103 
872	良	352124	185.49218 	86.78958 
873	际	352008	185.43107 	86.80813 
874	状	351779	185.31044 	86.82666 
875	烦	350929	184.86267 	86.84514 
876	午	350826	184.80841 	86.86362 
877	摆	349256	183.98137 	86.88202 
878	戏	347524	183.06898 	86.90033 
879	桌	346095	182.31621 	86.91856 
880	船	345686	182.10076 	86.93677 
881	短	345480	181.99224 	86.95497 
882	村	343959	181.19101 	86.97309 
883	某	342978	180.67424 	86.99116 
884	摸	342354	180.34553 	87.00919 
885	付	342108	180.21594 	87.02721 
886	演	341366	179.82507 	87.04519 
887	规	341239	179.75817 	87.06317 
888	萧	341190	179.73235 	87.08114 
889	封	341037	179.65176 	87.09911 
890	握	340839	179.54745 	87.11706 
891	田	339958	179.08336 	87.13497 
892	唐	339749	178.97326 	87.15287 
893	藏	339641	178.91637 	87.17076 
894	震	338757	178.45070 	87.18861 
895	混	338565	178.34955 	87.20644 
896	虚	337176	177.61786 	87.22420 
897	透	336303	177.15798 	87.24192 
898	纪	335852	176.92040 	87.25961 
899	凌	335556	176.76447 	87.27729 
900	休	334462	176.18817 	87.29491 
901	嘛	334431	176.17184 	87.31252 
902	梅	333631	175.75042 	87.33010 
903	紫	332619	175.21732 	87.34762 
904	歌	332504	175.15674 	87.36514 
905	临	332190	174.99133 	87.38263 
906	毒	331576	174.66788 	87.40010 
907	宗	329551	173.60115 	87.41746 
908	著	329248	173.44154 	87.43481 
909	索	329201	173.41678 	87.45215 
910	印	328075	172.82362 	87.46943 
911	寻	328045	172.80782 	87.48671 
912	湖	327739	172.64662 	87.50397 
913	劲	327635	172.59184 	87.52123 
914	职	326699	172.09877 	87.53844 
915	技	326479	171.98288 	87.55564 
916	恨	326212	171.84223 	87.57283 
917	婆	325914	171.68525 	87.59000 
918	杰	324690	171.04047 	87.60710 
919	羽	322339	169.80201 	87.62408 
920	咱	321520	169.37057 	87.64102 
921	素	320732	168.95547 	87.65791 
922	凡	320342	168.75003 	87.67479 
923	值	320306	168.73106 	87.69166 
924	飘	319989	168.56407 	87.70852 
925	养	319753	168.43975 	87.72536 
926	嘿	319099	168.09524 	87.74217 
927	普	317637	167.32508 	87.75890 
928	宁	316587	166.77196 	87.77558 
929	吓	316375	166.66029 	87.79225 
930	兽	315293	166.09031 	87.80885 
931	夏	314864	165.86432 	87.82544 
932	读	313506	165.14895 	87.84196 
933	街	313485	165.13789 	87.85847 
934	牛	313393	165.08943 	87.87498 
935	仿	313234	165.00567 	87.89148 
936	胸	313164	164.96879 	87.90798 
937	浪	312811	164.78284 	87.92445 
938	富	312299	164.51313 	87.94091 
939	尚	311735	164.21602 	87.95733 
940	宇	311167	163.91681 	87.97372 
941	骨	310699	163.67028 	87.99009 
942	智	310406	163.51593 	88.00644 
943	纷	308101	162.30170 	88.02267 
944	升	307512	161.99143 	88.03887 
945	叔	306516	161.46676 	88.05501 
946	善	305341	160.84779 	88.07110 
947	弱	305241	160.79511 	88.08718 
948	架	304618	160.46693 	88.10322 
949	卖	303880	160.07816 	88.11923 
950	袋	303806	160.03918 	88.13524 
951	网	303788	160.02970 	88.15124 
952	朱	302713	159.46341 	88.16719 
953	骂	302419	159.30853 	88.18312 
954	雄	302005	159.09045 	88.19903 
955	赛	301766	158.96455 	88.21492 
956	略	301716	158.93821 	88.23082 
957	杯	301690	158.92451 	88.24671 
958	施	301591	158.87236 	88.26260 
959	墙	301301	158.71959 	88.27847 
960	环	300871	158.49308 	88.29432 
961	罪	300821	158.46674 	88.31016 
962	牙	300629	158.36560 	88.32600 
963	窗	298137	157.05286 	88.34171 
964	柳	297897	156.92643 	88.35740 
965	厅	297396	156.66251 	88.37306 
966	搞	297225	156.57243 	88.38872 
967	端	296020	155.93766 	88.40432 
968	洞	295409	155.61580 	88.41988 
969	适	295023	155.41246 	88.43542 
970	拥	294913	155.35452 	88.45095 
971	释	294626	155.20333 	88.46647 
972	洋	293496	154.60807 	88.48193 
973	肩	292627	154.15030 	88.49735 
974	魂	291928	153.78208 	88.51273 
975	闹	291121	153.35696 	88.52806 
976	蒙	290989	153.28743 	88.54339 
977	洗	290306	152.92764 	88.55869 
978	灯	290150	152.84546 	88.57397 
979	借	289749	152.63422 	88.58923 
980	伯	289144	152.31552 	88.60446 
981	免	289084	152.28391 	88.61969 
982	菜	288767	152.11692 	88.63490 
983	验	288664	152.06266 	88.65011 
984	凤	288364	151.90463 	88.66530 
985	鱼	288142	151.78768 	88.68048 
986	徐	287405	151.39945 	88.69562 
987	型	286621	150.98645 	88.71072 
988	娜	286464	150.90375 	88.72581 
989	暴	286045	150.68302 	88.74088 
990	亡	286000	150.65932 	88.75594 
991	讨	282187	148.65070 	88.77081 
992	辈	281934	148.51743 	88.78566 
993	懂	281376	148.22348 	88.80048 
994	腿	280952	148.00013 	88.81528 
995	灭	280837	147.93955 	88.83008 
996	妙	280421	147.72041 	88.84485 
997	效	279884	147.43753 	88.85959 
998	危	279881	147.43595 	88.87434 
999	优	279594	147.28476 	88.88906 
1000	盘	279546	147.25948 	88.90379 
1001	套	278641	146.78274 	88.91847 
1002	丁	278627	146.77536 	88.93315 
1003	趣	278572	146.74639 	88.94782 
1004	妖	278201	146.55096 	88.96248 
1005	束	277980	146.43454 	88.97712 
1006	杂	277650	146.26070 	88.99175 
1007	诗	277494	146.17852 	89.00636 
1008	迎	276814	145.82031 	89.02095 
1009	舍	276743	145.78291 	89.03552 
1010	旧	275220	144.98062 	89.05002 
1011	彩	274800	144.75937 	89.06450 
1012	委	274305	144.49862 	89.07895 
1013	挂	273923	144.29739 	89.09338 
1014	笔	273860	144.26420 	89.10780 
1015	狗	273402	144.02293 	89.12221 
1016	鲜	273041	143.83277 	89.13659 
1017	纸	273013	143.81802 	89.15097 
1018	抗	272796	143.70371 	89.16534 
1019	探	272677	143.64102 	89.17971 
1020	韩	272550	143.57412 	89.19406 
1021	尼	272244	143.41292 	89.20840 
1022	控	271743	143.14901 	89.22272 
1023	惜	271651	143.10054 	89.23703 
1024	珠	271642	143.09580 	89.25134 
1025	抽	270738	142.61959 	89.26560 
1026	创	270394	142.43838 	89.27984 
1027	归	270263	142.36937 	89.29408 
1028	挺	269816	142.13390 	89.30829 
1029	奋	269740	142.09386 	89.32250 
1030	陪	269126	141.77042 	89.33668 
1031	硬	268057	141.20729 	89.35080 
1032	避	268046	141.20150 	89.36492 
1033	园	267608	140.97077 	89.37902 
1034	托	267516	140.92230 	89.39311 
1035	训	267251	140.78271 	89.40719 
1036	勇	266642	140.46190 	89.42124 
1037	聊	265573	139.89877 	89.43523 
1038	奶	265359	139.78604 	89.44920 
1039	庄	264912	139.55057 	89.46316 
1040	奔	264800	139.49157 	89.47711 
1041	镇	264517	139.34249 	89.49104 
1042	拳	264501	139.33406 	89.50498 
1043	采	264104	139.12493 	89.51889 
1044	研	263794	138.96162 	89.53278 
1045	配	262063	138.04977 	89.54659 
1046	介	261749	137.88436 	89.56038 
1047	尊	260962	137.46978 	89.57413 
1048	冒	258486	136.16547 	89.58774 
1049	虑	257747	135.77618 	89.60132 
1050	敬	255846	134.77477 	89.61480 
1051	丹	255714	134.70523 	89.62827 
1052	舒	255489	134.58671 	89.64173 
1053	蛋	255478	134.58091 	89.65518 
1054	哼	255327	134.50137 	89.66863 
1055	宋	255294	134.48399 	89.68208 
1056	济	255044	134.35229 	89.69552 
1057	妇	254489	134.05993 	89.70892 
1058	箭	254320	133.97090 	89.72232 
1059	择	254252	133.93508 	89.73571 
1060	犯	254131	133.87134 	89.74910 
1061	欣	253814	133.70435 	89.76247 
1062	甲	253580	133.58108 	89.77583 
1063	欧	253543	133.56159 	89.78919 
1064	课	253331	133.44992 	89.80253 
1065	扑	252812	133.17652 	89.81585 
1066	菲	252624	133.07748 	89.82916 
1067	燕	251483	132.47643 	89.84240 
1068	曲	250151	131.77475 	89.85558 
1069	躲	249450	131.40548 	89.86872 
1070	玄	249249	131.29960 	89.88185 
1071	幻	248831	131.07940 	89.89496 
1072	茶	248811	131.06887 	89.90807 
1073	折	248570	130.94191 	89.92116 
1074	伊	248425	130.86553 	89.93425 
1075	傻	248211	130.75280 	89.94732 
1076	姓	248203	130.74858 	89.96040 
1077	源	247962	130.62163 	89.97346 
1078	洛	247888	130.58265 	89.98652 
1079	遍	247865	130.57053 	89.99958 
1080	臣	247343	130.29555 	90.01261 
1081	弃	247281	130.26289 	90.02563 
1082	犹	246801	130.01004 	90.03863 
1083	占	246282	129.73664 	90.05161 
1084	漂	245966	129.57018 	90.06456 
1085	挑	245886	129.52803 	90.07752 
1086	获	245741	129.45165 	90.09046 
1087	绿	245485	129.31679 	90.10339 
1088	峰	245132	129.13084 	90.11631 
1089	俊	244925	129.02180 	90.12921 
1090	疯	244767	128.93857 	90.14210 
1091	列	244324	128.70520 	90.15497 
1092	森	243708	128.38070 	90.16781 
1093	妻	243636	128.34278 	90.18064 
1094	恋	243571	128.30854 	90.19348 
1095	误	243473	128.25691 	90.20630 
1096	拜	242993	128.00406 	90.21910 
1097	伟	242973	127.99352 	90.23190 
1098	移	242884	127.94664 	90.24470 
1099	纳	242616	127.80546 	90.25748 
1100	党	242508	127.74857 	90.27025 
1101	罢	242362	127.67166 	90.28302 
1102	腰	241952	127.45568 	90.29576 
1103	巧	241945	127.45199 	90.30851 
1104	孤	241832	127.39246 	90.32125 
1105	闭	241527	127.23180 	90.33397 
1106	圆	240477	126.67868 	90.34664 
1107	碰	240438	126.65813 	90.35931 
1108	镜	239736	126.28833 	90.37193 
1109	软	239536	126.18297 	90.38455 
1110	厚	239064	125.93433 	90.39715 
1111	累	238891	125.84320 	90.40973 
1112	昨	238837	125.81475 	90.42231 
1113	幽	238716	125.75101 	90.43489 
1114	悲	238519	125.64724 	90.44745 
1115	丈	238063	125.40703 	90.45999 
1116	牌	237160	124.93134 	90.47249 
1117	降	236721	124.70009 	90.48496 
1118	颜	236409	124.53573 	90.49741 
1119	劳	236325	124.49148 	90.50986 
1120	偏	236193	124.42195 	90.52230 
1121	省	235937	124.28709 	90.53473 
1122	糊	235912	124.27392 	90.54716 
1123	馆	235908	124.27181 	90.55958 
1124	烧	235818	124.22440 	90.57201 
1125	谓	235703	124.16382 	90.58442 
1126	财	235676	124.14960 	90.59684 
1127	舰	235654	124.13801 	90.60925 
1128	汗	235293	123.94784 	90.62165 
1129	奈	235258	123.92941 	90.63404 
1130	操	235165	123.88042 	90.64643 
1131	迹	234061	123.29885 	90.65876 
1132	尸	233817	123.17031 	90.67107 
1133	悄	233784	123.15293 	90.68339 
1134	残	232905	122.68989 	90.69566 
1135	尖	232729	122.59718 	90.70792 
1136	鲁	232665	122.56346 	90.72017 
1137	锋	232525	122.48971 	90.73242 
1138	圈	232242	122.34064 	90.74466 
1139	油	231197	121.79015 	90.75684 
1140	俩	231043	121.70902 	90.76901 
1141	项	230765	121.56258 	90.78116 
1142	撞	230714	121.53571 	90.79332 
1143	瞬	230645	121.49937 	90.80547 
1144	忆	229878	121.09533 	90.81758 
1145	盖	229688	120.99524 	90.82968 
1146	尤	229183	120.72921 	90.84175 
1147	徒	228560	120.40103 	90.85379 
1148	乡	228067	120.14133 	90.86580 
1149	概	227790	119.99541 	90.87780 
1150	户	227191	119.67987 	90.88977 
1151	荡	226789	119.46810 	90.90172 
1152	艺	226121	119.11621 	90.91363 
1153	增	226112	119.11147 	90.92554 
1154	祖	225814	118.95449 	90.93744 
1155	困	225133	118.59575 	90.94930 
1156	殿	225035	118.54413 	90.96115 
1157	迅	225006	118.52885 	90.97300 
1158	横	224880	118.46247 	90.98485 
1159	范	224772	118.40558 	90.99669 
1160	律	223633	117.80558 	91.00847 
1161	番	223306	117.63332 	91.02023 
1162	企	222834	117.38468 	91.03197 
1163	惨	222830	117.38257 	91.04371 
1164	限	222821	117.37783 	91.05545 
1165	聚	222383	117.14710 	91.06716 
1166	含	222331	117.11971 	91.07887 
1167	凭	221418	116.63876 	91.09054 
1168	剧	220880	116.35535 	91.10217 
1169	碎	220325	116.06299 	91.11378 
1170	躺	220026	115.90548 	91.12537 
1171	缘	219837	115.80592 	91.13695 
1172	凉	219565	115.66263 	91.14852 
1173	腾	219541	115.64999 	91.16008 
1174	织	218959	115.34341 	91.17162 
1175	抢	218937	115.33182 	91.18315 
1176	预	218757	115.23700 	91.19467 
1177	沈	218519	115.11162 	91.20618 
1178	替	218469	115.08528 	91.21769 
1179	孔	218377	115.03682 	91.22920 
1180	批	218230	114.95938 	91.24069 
1181	康	217905	114.78818 	91.25217 
1182	惑	217812	114.73919 	91.26365 
1183	唯	217658	114.65806 	91.27511 
1184	率	217561	114.60697 	91.28657 
1185	惯	216834	114.22400 	91.29799 
1186	登	215944	113.75516 	91.30937 
1187	互	215472	113.50652 	91.32072 
1188	盯	215010	113.26315 	91.33205 
1189	稍	214761	113.13198 	91.34336 
1190	宣	214690	113.09458 	91.35467 
1191	唱	214664	113.08088 	91.36598 
1192	诚	214660	113.07877 	91.37729 
1193	剩	214523	113.00661 	91.38859 
1194	咬	214227	112.85068 	91.39987 
1195	育	214206	112.83962 	91.41116 
1196	诸	214093	112.78009 	91.42243 
1197	触	213212	112.31600 	91.43366 
1198	晨	213173	112.29545 	91.44489 
1199	策	213136	112.27596 	91.45612 
1200	疼	213129	112.27227 	91.46735 
1201	漫	213126	112.27069 	91.47858 
1202	材	212793	112.09527 	91.48979 
1203	补	212484	111.93250 	91.50098 
1204	私	212479	111.92987 	91.51217 
1205	吐	212473	111.92670 	91.52336 
1206	纯	212265	111.81713 	91.53455 
1207	艾	212019	111.68755 	91.54572 
1208	贝	211741	111.54110 	91.55687 
1209	谷	211522	111.42574 	91.56801 
1210	庭	211391	111.35673 	91.57915 
1211	挡	211337	111.32828 	91.59028 
1212	晃	210916	111.10651 	91.60139 
1213	吉	210857	111.07543 	91.61250 
1214	吹	209806	110.52178 	91.62355 
1215	仔	209161	110.18201 	91.63457 
1216	仇	208949	110.07033 	91.64558 
1217	凝	208926	110.05821 	91.65658 
1218	鼓	208688	109.93284 	91.66758 
1219	农	208656	109.91598 	91.67857 
1220	席	208395	109.77849 	91.68954 
1221	征	208067	109.60571 	91.70051 
1222	帅	207990	109.56515 	91.71146 
1223	附	207682	109.40290 	91.72240 
1224	缺	207517	109.31598 	91.73333 
1225	塞	206867	108.97357 	91.74423 
1226	豪	206593	108.82923 	91.75511 
1227	亦	205335	108.16654 	91.76593 
1228	杜	205040	108.01114 	91.77673 
1229	努	204860	107.91632 	91.78752 
