〇	lgoo
浡	blau
浥	ykao
浦	pjav
浩	hzau
浪	lpao
海	hhau
浼	mwau
涂	tjai
涅	ndao
消	xcai
涉	eeai
涌	wyaa
涍	xcau
涔	cnai
涕	tkao
涠	wwai
涡	glao
润	rwao
涨	qpaa
涩	seaa
涮	etaa
涯	ysav
液	yeao
淋	lbav
淏	hzao
淖	nzai
淘	tzau
淙	cyao
淞	syav
淮	hgai
淯	ylao
深	enao
混	hwao
添	tmav
清	qgav
渡	djao
温	wnao
港	gpav
渲	xtao
渴	keao
湍	ttai
湓	pnau
湖	hjau
湾	wfao
溁	ygai
溃	kbai
溞	szaa
溟	mgao
溦	wwai
溲	sdau
溶	ryao
滂	ppao
滃	wrau
滑	hqai
滕	truo
滗	bkau
滚	gwao
满	mfai
滥	lfai
滦	ltao
滨	bbao
滴	dkao
漂	pcav
漈	jkau
漉	ljao
漏	ldaa
漕	czav
漖	jcau
漠	mlai
漫	mfao
漭	mpai
漹	yfav
潏	ylaa
潖	psav
潘	pfau
潜	qmav
潢	gmav
潢	gxav
潮	jzau
潮	wzau
澈	jeao
澈	weao
澍	ejav
澎	prav
澡	zzao
澳	xzau
濑	lhav
瀍	jfao
瀼	rpao
火	hlou
灭	mdvo
灯	drou
灰	hbvu
灵	lgav
灾	zhoo
炉	ljou
炊	wbou
炒	jzou
炒	wzou
炮	pzou
炸	fsou
点	dmiv
炻	ekou
烀	hjou
烁	elou
烂	lfou
烊	ypou
烝	qrai
烤	kzou
烦	ffou
烧	ezou
热	reiu
烯	xkou
烹	prov
烻	yfov
焦	jcio
焱	yfou
然	rfua
煓	ttou
照	fzoi
照	qzoi
煳	hjou
熊	xyao
熔	ryou
熟	ejov
熬	xzvv
熰	xdou
燃	rfou
燐	lbou
燥	szou
爔	xkou
爪	fquu
爬	psuu
爱	xhuo
爷	yeuo
爻	yzuo
爽	emvu
爽	exvu
片	pmui
版	bfui
牌	phui
牙	ysva
牛	nquv
牟	mdao
牢	lzoo
牤	mpuv
牧	mjuv
物	wjuv
牵	qmvu
特	teuv
牿	gjuv
犄	jkuv
犍	jmuv
状	fmov
状	fxov
犸	msua
犹	ydua
狂	kmua
狂	kxua
狃	nqua
狗	gdua
狞	ngua
狠	hnua
狡	jcua
独	djua
狭	xsua
狳	ylua
狷	jtua
狺	ybua
狻	stua
狼	lpua
猄	jgua
猇	xcua
猎	ldua
猓	glua
猛	mrua
猢	hjua
猬	wwua
猯	ttua
猴	hdua
猾	hqua
獍	jgua
獠	lcua
獭	tsua
率	egov
率	llov
王	wpvv
玞	fjvv
玟	mbvv
玡	ysvv
玢	fnvv
玤	bpvv
现	xmvv
玻	blvv
珇	zjvv
珊	efvv
珥	xjvv
珩	hrvv
班	bfvv
珷	wjvv
球	qqvv
琄	xtvv
琅	lpvv
理	lkvv
琔	dmvv
琪	qkvv
琳	lbvv
琶	psvv
琼	qyvv
瑃	jwvv
瑞	rbvv
瑟	sevv
瑧	qnvv
瑨	jbvv
瑶	yzvv
璀	cbvv
璇	xtvv
璈	xzvv
璥	jgvv
瓮	wruo
瓶	pgou
甓	pkav
甗	yfiv
甚	envi
甜	tmuv
生	eruv
甦	sjvi
用	yyua
甩	egua
甭	brvu
田	tmia
由	ydia
电	dmia
男	nfia
甾	zhaa
畈	ffia
留	lqua
畚	bnao
畤	ekia
畤	fkia
畤	wdia
略	lhia
畦	qkia
畬	eeiv
畿	jkaa
疋	pkai
疐	fkuo
疑	ykua
疟	nhov
疫	ykov
疬	lkov
疯	frov
疲	pkov
疴	keov
疼	trov
病	bgov
痍	ykov
痓	fkov
痛	tyov
痤	clov
痦	wjov
痧	esov
痴	wkov
瘐	ylov
瘗	ykov
瘠	jkov
瘩	dsov
瘼	mlov
瘿	ygov
癔	ykov
癞	lhov
癸	gbao
登	drao
白	bhui
百	bhvu
的	deui
的	dkui
皇	hmui
皇	hxui
皓	hzui
皦	jcui
皭	jcui
皮	pkau
皱	fdua
皴	cwao
皿	mbia
盂	ylvv
盆	pnuo
盈	ygau
盎	xpia
盖	ghou
盘	pfuu
盟	mroi
目	mjia
盯	dgia
盲	mpov
盷	xmia
相	xxvi
盼	pfia
省	eriu
省	xgiu
眊	mzia
看	kfiu
眙	ykia
眚	eruv
真	qnuo
眠	mmia
眯	mkia
眶	kmia
眶	kxia
眷	jtou
眸	mdia
眼	yfia
着	feou
着	flou
着	qeou
睎	xkia
睚	ysia
睡	ebia
督	djiv
瞒	mfia
瞟	pcia
瞥	pdou
瞧	qcia
瞪	dria
瞬	ewia
瞿	jlia
矛	mzao
矞	ylao
知	fkuv
矬	cluv
短	dtuv
矰	zruv
矽	xkvu
码	msvu
研	yfvu
砚	yfvu
砯	pgvu
破	plvu
砸	zsvu
砺	lkvu
硁	krvu
硍	knvu
硕	elvu
硬	ygvu
硭	mpvu
确	qhvu
碉	dcvu
碎	sbvu
碘	dmvu
碛	qkvu
碨	wwvu
碰	prvu
碶	qkvu
磅	ppvu
磉	spvu
磋	clvu
磐	pfuu
磜	qkvu
磴	drvu
磺	hmvu
磺	hxvu
礅	dwvu
礤	csvu
礽	rroa
社	eeoa
祇	fkoa
祇	qkoa
祕	mkoa
祛	qloa
祝	qjoa
神	enoa
票	pcvi
祭	fhua
禁	jbvv
禛	qnoa
禺	ylia
禾	heuv
秀	xquv
私	skuv
秋	qquv
种	fyuv
科	keuv
秒	mcuv
秘	mkuv
租	zjuv
秦	qbvv
秬	jluv
称	jnuv
称	jruv
稃	fjuv
稍	ezuv
税	ebuv
稗	bhuv
稙	fkuv
稣	sjua
稳	wnuv
稽	jkuv
穄	jkuv
穗	sbuv
穰	rpuv
究	jqoo
穷	qyoo
穹	qyoo
空	kyoo
穿	wtoo
窃	qdoo
窗	wmoo
窗	wxoo
窘	jyoo
窜	ctoo
窝	wloo
窬	yloo
窸	xkoo
立	lkov
站	qfov
竟	jgov
章	qpov
竫	jgov
竭	jdov
竺	qjuv
笄	jkuv
笋	swuv
笏	hjuv
笑	xcuv
笔	bkuv
笙	eruv
笠	lkuv
笤	tcuv
笨	bnuv
第	dkuv
笯	njuv
笼	lyuv
笾	bmuv
筇	qyuv
等	druv
筒	tyuv
答	dsuv
筘	kduv
筚	bkuv
筛	ehuv
筜	dpuv
筮	ekuv
筷	kguv
简	jmuv
箐	qguv
箕	jkuv
算	stuv
箜	kyuv
管	gtuv
箧	qduv
箬	rluv
篆	ftuv
篇	pmuv
篠	xcuv
篡	ctuv
篮	lfuv
篯	jmuv
篾	mduv
簇	cjuv
簠	fjuv
簦	druv
簿	bjuv
簿	bluv
籁	lhuv
米	mkou
类	lwou
籽	zkou
粉	fnou
粗	cjou
粘	nmou
粢	zkov
糁	efou
糁	sfou
糕	gzou
糖	tpou
糙	czou
糟	zzou
糸	jcaa
糸	skaa
系	xkua
索	sluo
紫	zkiv
累	lwia
絷	fkiu
綮	qkoa
縢	truo
繇	yzuo
纂	ztuv
纛	dzvv
红	hyaa
约	yhaa
纩	kmaa
纩	kxaa
纯	jwaa
纳	nsaa
纵	zyaa
纷	fnaa
线	xmaa
练	lmaa
组	zjaa
终	fyaa
绊	bfaa
绍	ezaa
绎	ykaa
经	jgaa
绑	bpaa
绔	kjaa
绕	rzaa
给	gwaa
给	jkaa
绝	jhaa
绢	jtaa
绣	xqaa
续	xlaa
维	wwaa
绵	mmaa
绶	edaa
绷	braa
绿	llaa
缉	jkaa
缌	skaa
缎	dtaa
缓	htaa
缙	jbaa
缝	fraa
缟	gzaa
缠	jfaa
缩	slaa
缪	mdaa
缪	mqaa
缲	qcaa
缴	jcaa
缸	gpuv
缺	qhuv
罂	ygao
网	wpia
罗	llia
罘	fjia
罚	fsia
罟	gjia
罢	pkia
罪	zbia
罽	jkia
美	mwou
羓	bsou
羕	ypou
羖	gjou
羞	xqou
群	qwav
羲	xkou
翁	wruo
翊	ykov
翟	fhao
翟	qhao
翠	cbao
翦	jmou
翩	pmoa
翱	xzui
老	lzuo
考	kzuo
者	feuo
者	qeuo
而	xjvu
耍	eqvu
耐	nhvu
耕	grvv
耖	jzvv
耖	wzvv
耗	hzvv
耤	jkvv
耳	xjvi
耵	dgvi
耸	syii
耽	dfvi
聂	ndvi
聊	lcvi
聒	glvi
联	lmvi
聘	pbvi
聪	cyvi
聱	xzvv
肃	sjav
肉	rdia
肋	leua
肋	lwua
肜	ryuu
肝	gfuv
肠	jpua
肥	fwua
肫	qwuv
肮	xpuo
肯	kniv
肼	jguv
胀	qpuu
胄	fdia
胎	thua
胖	ppuo
胙	zluu
胚	pwuv
胛	jsui
胝	fkuu
胡	hjuo
胩	ksui
胯	kquv
胳	geuu
胸	xyuu
能	nrao
脆	cbuu
脏	zpuo
脑	nzuo
脓	nyuo
脔	ltov
脯	pjuv
脱	tluo
脸	lmui
脾	pkuu
腊	lsuv
腊	xkuv
腔	qxuo
腙	zyuo
腚	dguo
腠	cduv
腥	xguo
腨	etui
腮	shui
腰	yzuv
腻	nkuv
腾	truo
腿	tbua
膀	bpuo
膑	bbuo
膘	bcuv
膘	pcuv
膜	mlui
膣	fkuo
膪	wguo
膺	ygov
臀	twav
臃	yyuo
臊	szuo
臣	jnvi
臧	cpvu
臧	zpvu
自	zkui
臬	ndui
至	fkva
舁	ylui
舂	wyvv
舍	eeiv
航	hpuu
舱	cpuu
舴	zeuu
船	wtuu
艅	yluu
艇	tguu
艚	czuu
艮	gnav
色	seua
艾	xhii
节	jdii
芊	qmii
芎	xyii
芣	fjii
芨	jkii
芰	jkii
芼	mzii
芾	fjii
苏	sjii
苗	mcii
苜	mjii
苤	pdii
若	rlii
苦	kjii
苧	qjii
苯	bnii
英	ygii
范	ffii
茄	qdii
茑	ncii
茓	xhii
茔	ygii
茕	qyii
茛	gnii
茧	jmii
茫	mpii
茯	fjii
草	czii
荒	hmii
荒	hxii
荠	jkii
荠	qkii
荣	ryii
荤	hwii
荥	ygii
荬	mhii
药	yzii
莘	xbii
莙	jwii
莞	wfii
莠	ydii
莩	fjii
莫	mlii
莲	lmii
莶	xmii
获	hlii
莸	ydii
菂	dkii
菉	ljii
菜	chii
菽	ejii
萁	qkii
萆	bkii
萍	pgii
萨	ssii
落	llii
葎	llii
葛	geii
董	dyii
葬	zpii
葭	jsii
葳	wwii
葴	qnii
葵	kbii
蒉	kgii
蒋	jxii
蒙	mrii
蒜	stii
蒟	jlii
蒹	jmii
蒿	hzii
蓊	wrii
蓏	llii
蓐	rjii
蓝	lfii
蓥	ygii
蔓	wfii
蔚	wwii
蔡	chii
蔽	bkii
蕲	qkii
蕴	ywii
蕺	jkii
薁	ylii
薤	xdii
薮	sdii
薰	xwii
薳	ytii
藏	cpii
藏	zpii
藠	jcii
藤	trii
藦	mlii
藻	zzii
蘅	hrii
虐	nhiv
虚	xliv
虞	yliv
虫	wyia
虮	jkia
虹	hyia
虽	sboi
蚁	ykia
蚆	bsia
蚊	wnia
蚍	pkia
蚖	wfia
蚖	ytia
蚜	ysia
蚨	fjia
蚴	ydia
蚵	keia
蛇	ykia
蛐	qlia
蛤	hsia
蛭	fkia
蜇	feiu
蜇	qeiu
蜉	fjia
蜐	jdia
蜕	tbia
蜞	qkia
蜮	ylia
蜱	pkia
蜴	ykia
蜾	glia
蝈	glia
蝓	ylia
蝘	yfia
蝤	ydia
蝥	mzao
螂	lpia
螃	ppia
融	ryvo
螠	ykia
螲	ddia
螲	fkia
蟏	xcia
蟑	qpia
蟒	mria
蠼	qlia
衄	nlui
行	hpuu
行	xguu
衎	kfui
衒	xtuu
衙	ysuu
衡	hruu
补	bjoa
表	bcvv
衮	gwov
衷	fyov
袅	ncua
袆	hboa
袈	jsau
袋	dhiv
袤	mzov
被	bwoa
袷	qsoa
装	fmov
装	fxov
裆	dpoa
裛	ykov
裱	bcoa
褕	yloa
褚	qjoa
褥	rjoa
褪	tboa
襕	lfoa
襜	jfoa
襞	bkav
襫	ekoa
西	xkvi
要	yzvi
覃	qbvi
覅	fcvi
见	jmia
观	gtao
规	gbvv
觉	jhoo
角	jhua
觞	epua
解	jdua
觭	jkua
觯	fkua
觳	hjvo
言	yfov
訇	hyua
詹	qfua
警	jgii
订	dgoa
讣	fjoa
认	rnoa
讦	jdoa
讨	tzoa
让	rpoa
讫	qkoa
训	xwoa
记	jkoa
讲	jxoa
讴	xdoa
讷	neoa
许	hjoa
许	xloa
论	lwoa
设	eeoa
证	qroa
诉	sjoa
诊	qnoa
词	ckoa
诐	bkoa
诒	ykoa
试	ekoa
话	hqoa
诟	gdoa
该	ghoa
语	yloa
误	wjoa
说	eloa
诶	xwoa
请	qgoa
诹	zdoa
诺	nloa
读	djoa
谁	eboa
谁	ewoa
调	dcoa
调	tcoa
谈	tfoa
谋	mdoa
谞	xloa
谤	bpoa
谥	ekoa
谦	qmoa
谨	jboa
谫	jmoa
谬	mqoa
谮	znoa
谱	pjoa
谿	xkuo
豆	ddvo
豗	hbvu
豚	twuv
豨	xkvu
财	chao
责	zevv
败	bhao
贫	pbuo
购	gdao
贴	tdao
贸	mzua
费	fwav
贼	zwao
赃	zpao
资	zkov
赐	ckao
赖	lhvi
赘	fbvv
赙	fjao
赚	ftao
赚	ztao
赛	shoo
赝	yfvu
赞	zfuv
赠	zrao
赣	gfov
赤	wkvo
走	zdvo
赵	fzvo
赵	qzvo
起	qkvo
超	jzvo
超	wzvo
越	yhvo
足	zjoi
跆	thoi
跑	pzoi
跛	bloi
跛	ploi
跟	gnoi
跣	xmoi
跨	kqoi
跩	fgoi
跪	gboi
路	ljoi
跱	fkoi
踌	wdoi
踩	choi
踱	dloi
踹	wgoi
蹂	rdoi
蹑	ndoi
蹢	fkoi
蹦	broi
蹭	croi
蹴	cjoi
蹿	ctoi
躜	ztoi
身	enui
躯	qlui
躺	tpui
车	jeva
车	weva
转	fgva
转	ftva
轮	lwva
软	rtva
轰	hyva
轻	qgva
载	zhuo
较	jcva
辆	lxva
辏	cdva
辙	feva
辙	qeva
辞	ckuv
辱	rjvu
边	bmau
辻	ekuo
辽	lcai
达	dsvu
过	glvi
迎	ygua
运	ywvv
近	jbuu
还	hhvu
还	htvu
这	feov
这	qeov
进	jbvv
连	lmva
迟	wkav
迢	tcau
迥	jyia
迦	jsau
迫	plui
述	ejvo
迸	brou
追	dbui
追	fbui
退	tbav
送	syou
逃	tzuo
选	xtuv
透	tduv
逐	qjvu
途	tjiv
逖	tkua
通	tyao
逛	gmua
逛	gxua
逝	ekiu
速	sjvi
造	zzuv
逡	qwao
逮	dhav
逴	wliv
遍	bmoa
道	dzou
遢	tsoi
遭	zzvi
遮	feov
遮	qeov
避	bkav
邈	mcuo
邋	lsaa
那	neav
那	nsav
那	nwav
邦	bpvv
邬	wjua
邹	zdua
郇	xwua
郈	hduu
郗	xkuo
郛	fjuo
郤	xkuo
郦	lkvi
部	bjov
郪	qkva
郭	glov
都	dduo
鄄	jtvi
鄅	ylui
鄘	yyov
鄚	mzii
酅	xkia
酋	qqou
酌	flvi
配	pwvi
酒	jqav
酣	hfvi
酩	mgvi
酪	lzvi
酬	wdvi
酱	jxov
酷	kjvi
酸	stvi
酽	yfvi
酾	ehvi
酿	nxvi
醉	zbvi
醋	cjvi
醚	mkvi
醢	hhvi
醨	lkvi
醯	xkvi
采	chuo
里	lkia
重	wyuv
量	lxoi
釐	lkvv
釜	fjuo
鉴	jmii
銎	qyvi
鏊	xzvv
鐍	jhio
钋	plio
钓	dcio
钙	ghio
钝	dwio
钢	gpio
钥	yhio
钩	gdio
钱	qmio
钸	bjio
钻	ztio
铄	elio
铎	dlio
铒	xjio
铛	tpio
铜	tyio
铥	dqio
铫	yzio
铯	seio
银	ybio
铽	teio
铿	krio
销	xcio
锁	slio
锃	zrio
锐	rbio
错	clio
锝	deio
锡	xkio
锤	wbio
锥	fbio
锬	tfio
锻	dtio
镇	qnio
镈	blio
镋	tpio
镏	lqio
镑	bpio
镒	ykio
镙	llio
镦	dbio
镱	ykio
长	jpuv
门	mnoi
闩	etoi
闫	yfoi
问	wnoi
闰	rwoi
间	jmoi
闹	nzoi
闽	mboi
阅	yhoi
阋	xkoi
阏	yloi
阔	kloi
阘	tsoi
阚	kfoi
队	dbai
阮	rtai
防	fpai
阵	qnai
阻	zjai
阼	zlai
阿	xeai
阿	xsai
陆	ljai
陈	jnai
陕	efai
陡	ddai
院	ytai
除	jjai
陪	pwai
陲	wbai
陶	tzai
隆	lyai
隋	sbai
隍	hmai
隍	hxai
随	sbai
隔	geai
隘	xhai
隺	hjoa
难	nfao
雄	xyvu
雇	gjoa
雉	fkuv
雕	dcua
雪	xhvo
雫	nsvo
雯	wnvo
零	lgvo
雹	bzvo
需	xlvo
震	qnvo
霍	hlvo
露	ljvo
霸	bsvo
静	jgvv
非	fwiv
靠	kzuv
面	mmvu
靿	yzva
鞍	xfvi
鞔	mnvi
鞣	rdvi
鞧	qqvi
鞫	jlvi
鞬	jmvi
鞭	bmvi
鞯	jmvi
韧	rnvv
韨	fjvv
韩	hfuo
韪	wwoi
音	ybov
页	yevu
顶	dgvi
顺	ewui
须	xluu
顾	gjvu
顿	dwva
颂	syuo
预	ylao
领	lgio
颈	grao
颉	jsvo
颌	heiv
颎	jyua
颗	keia
题	tkoi
额	xeoo
颠	dmuo
颡	spao
颤	jfov
风	frua
飒	ssov
飗	lqua
飘	pcvi
飞	fwau
食	ykio
餍	yfvu
餐	cfiv
餮	tdvu
饭	ffua
饴	ykua
饶	rzua
饿	xeua
馁	nwua
馉	gjua
馊	sdua
馋	jfua
馒	mfua
馓	sfua
馕	npua
首	edou
馧	ywuv
馨	xbvo
驮	tlaa
驲	rkaa
驺	zdaa
驽	njau
骆	llaa
骐	qkaa
骑	jkaa
骖	cfaa
骗	pmaa
骚	szaa
骱	jdia
骸	hhia
髃	ylia
髋	ktia
高	gzov
髦	mzvi
髫	tcvi
髯	rfvi
髻	jkvi
髽	fqvi
鬶	gbvv
鬼	gbui
魁	kbui
魂	hwvv
魅	mwui
魉	lxui
魔	mlov
鱼	ylua
鱾	jkua
鲁	ljua
鲕	xjua
鲚	jkua
鲛	jcua
鲜	xmua
鲠	grua
鲧	gwua
鲮	lgua
鲲	kwua
鲾	bkua
鳂	wwua
鳆	fjua
鳉	jxua
鳜	gbua
鳞	lbua
鳟	zwua
鳠	hjua
鳢	lkua
鸟	ncua
鸨	bzua
鸪	gjuo
鸷	fkiu
鹇	xmoi
鹖	heoi
鹘	gjia
鹞	yzuo
鹠	lqua
鹡	jkov
鹬	ylao
鹯	qfov
鹳	gtii
麂	jkov
麇	jwov
麋	mkov
麒	qkov
麖	jgov
麟	lbov
麽	meov
黄	hmvi
黄	hxvi
黏	nmuv
黑	hwia
黝	ydia
黟	ykia
黠	xsia
黡	yfvu
黧	lkuv
黻	fjii
黼	fjii
黾	mmoi
鼙	pkvo
鼠	ejui
鼷	xkui
齐	qkov
齑	jkov
龈	kniv
龙	lyvu
龟	jwua
龢	heiv
㘵	bjvo
㙘	yzvo
㙦	xdiv
㛃	jdvv
㞌	ywav
㠓	mria
㨃	jriu
㬚	jeoi
㬚	weoi
㮾	lpoa
㰀	lkvu
㳇	fjau
㴔	ykau
㺄	ylua
䁖	ldia
䃅	dkvu
䃎	fsvu
䅟	cfuv
䎖	zrou
䏡	ekuv
䒤	rkii
䓛	fjii
䓛	gjii
䓨	ygii
䓫	qkii
䢼	gyvi
䣘	tpio
䴙	pkav
𡐓	kpvo
𣲗	wwav
𦭜	fkii
𨙸	fkuo
𨟠	jhia
𩾌	kpua
